customer_id,total_spend,segment
HK-148903,2349,Medium Value
HK-148904,4877,Medium Value
HK-48901,301,Low Value
HK-48902,336,Low Value
HK-48903,1018,Low Value
HL-150401,8802,High Value
HL-150402,2071,Medium Value
HL-150403,5919,High Value
HL-150404,12875,High Value
HL-50401,127,Low Value
HL-50402,452,Low Value
HM-148601,4407,Medium Value
HM-148602,9940,High Value
HM-148603,4851,Medium Value
HM-148604,8236,High Value
HM-149801,4451,Medium Value
HM-149802,5605,High Value
HM-149803,1926,Low Value
HM-149804,738,Low Value
HM-48601,259,Low Value
HM-48602,784,Low Value
HM-49801,4068,Medium Value
HM-49802,340,Low Value
HP-148151,1045,Low Value
HP-148152,1756,Low Value
HP-148153,2529,Medium Value
HP-148154,1991,Low Value
HP-48151,608,Low Value
HP-48152,588,Low Value
HR-147701,4409,Medium Value
HR-147702,3553,Medium Value
HR-147703,1869,Low Value
HR-147704,1299,Low Value
HR-148301,1940,Low Value
HR-148302,1333,Low Value
HR-148303,1117,Low Value
HR-148304,5251,High Value
HR-47701,1833,Low Value
HR-47702,97,Low Value
HR-47703,2620,Medium Value
HR-48301,331,Low Value
HR-48302,62,Low Value
HW-149351,3557,Medium Value
HW-149352,4146,Medium Value
HW-149353,195,Low Value
HW-149354,9299,High Value
HW-49351,443,Low Value
HW-49352,732,Low Value
HZ-149501,5115,High Value
HZ-149502,3085,Medium Value
HZ-149503,571,Low Value
HZ-149504,887,Low Value
HZ-49501,2525,Medium Value
HZ-49502,304,Low Value
IG-150851,4573,Medium Value
IG-150852,2899,Medium Value
IG-150853,2169,Medium Value
IG-150854,744,Low Value
IG-50851,4148,Medium Value
IG-50852,1618,Low Value
IL-151001,1797,Low Value
IL-151002,1333,Low Value
IL-151003,3630,Medium Value
IL-151004,5040,High Value
IL-51001,368,Low Value
IL-51002,685,Low Value
IM-150551,362,Low Value
IM-150552,1357,Low Value
IM-150553,564,Low Value
IM-150554,2872,Medium Value
IM-150701,2706,Medium Value
IM-150702,7327,High Value
IM-150703,2891,Medium Value
IM-150704,4931,Medium Value
IM-50551,3118,Medium Value
IM-50552,1207,Low Value
IM-50701,168,Low Value
IM-50702,1896,Low Value
JA-159701,3780,Medium Value
JA-159702,5016,High Value
JA-159703,1820,Low Value
JA-159704,6494,High Value
JA-59701,872,Low Value
JA-59702,187,Low Value
JB-154001,432,Low Value
JB-154002,8395,High Value
JB-154003,2468,Medium Value
JB-154004,1791,Low Value
JB-159251,6083,High Value
JB-159252,3542,Medium Value
JB-159253,1800,Low Value
JB-159254,901,Low Value
JB-160001,6316,High Value
JB-160002,9689,High Value
JB-160003,5478,High Value
JB-160004,644,Low Value
JB-160451,5763,High Value
JB-160452,2394,Medium Value
JB-160453,3176,Medium Value
JB-160454,2518,Medium Value
JB-54001,1666,Low Value
JB-54002,506,Low Value
JB-59251,351,Low Value
JB-59252,662,Low Value
JB-60001,786,Low Value
JB-60002,1098,Low Value
JB-60451,2058,Medium Value
JB-60452,1178,Low Value
JC-153401,9111,High Value
JC-153402,8333,High Value
JC-153403,322,Low Value
JC-153404,72,Low Value
JC-153851,1008,Low Value
JC-153852,6236,High Value
JC-153853,4676,Medium Value
JC-153854,1057,Low Value
JC-157751,4133,Medium Value
JC-157752,3185,Medium Value
JC-157753,495,Low Value
JC-157754,2773,Medium Value
JC-161051,2239,Medium Value
JC-161052,6355,High Value
JC-161053,1628,Low Value
JC-161054,858,Low Value
JC-53401,427,Low Value
JC-53402,178,Low Value
JC-53851,893,Low Value
JC-53852,2291,Medium Value
JC-57751,314,Low Value
JC-57752,1398,Low Value
JC-61051,61,Low Value
JC-61052,3855,Medium Value
JD-157901,3605,Medium Value
JD-157902,1408,Low Value
JD-157903,3104,Medium Value
JD-157904,2153,Medium Value
JD-158951,2372,Medium Value
JD-158952,3959,Medium Value
JD-158953,2770,Medium Value
JD-158954,7609,High Value
JD-160151,3410,Medium Value
JD-160152,932,Low Value
JD-160153,3966,Medium Value
JD-160154,386,Low Value
JD-160601,1212,Low Value
JD-160602,3015,Medium Value
JD-160603,2760,Medium Value
JD-160604,696,Low Value
JD-161501,2958,Medium Value
JD-161502,3075,Medium Value
JD-161503,3425,Medium Value
JD-161504,8829,High Value
JD-57901,959,Low Value
JD-57902,362,Low Value
JD-58951,1435,Low Value
JD-58952,961,Low Value
JD-58953,375,Low Value
JD-60151,1188,Low Value
JD-60152,1464,Low Value
JD-60601,3471,Medium Value
JD-60602,74,Low Value
JD-61501,1679,Low Value
JD-61502,3652,Medium Value
JE-154751,2873,Medium Value
JE-154752,1173,Low Value
JE-154753,471,Low Value
JE-154754,1388,Low Value
JE-156101,4147,Medium Value
JE-156102,750,Low Value
JE-156103,540,Low Value
JE-156104,7757,High Value
JE-157151,9856,High Value
JE-157152,3163,Medium Value
JE-157153,556,Low Value
JE-157154,8696,High Value
JE-157451,3743,Medium Value
JE-157452,2614,Medium Value
JE-157453,6511,High Value
JE-157454,6762,High Value
JE-161651,2865,Medium Value
JE-161652,2278,Medium Value
JE-161653,513,Low Value
JE-161654,2698,Medium Value
JE-54751,179,Low Value
JE-54752,734,Low Value
JE-56101,613,Low Value
JE-56102,145,Low Value
JE-57151,107,Low Value
JE-57152,74,Low Value
JE-57451,499,Low Value
JE-57452,1776,Low Value
JE-61651,4343,Medium Value
JE-61652,213,Low Value
JF-151901,10692,High Value
JF-151902,2665,Medium Value
JF-151903,1428,Low Value
JF-151904,2280,Medium Value
JF-152951,5696,High Value
JF-152952,7907,High Value
JF-152953,5824,High Value
JF-152954,955,Low Value
JF-153551,488,Low Value
JF-153552,3944,Medium Value
JF-153553,999,Low Value
JF-153554,1912,Low Value
JF-154151,4409,Medium Value
JF-154152,6489,High Value
JF-154153,1450,Low Value
JF-154154,2371,Medium Value
JF-154901,3438,Medium Value
JF-154902,2761,Medium Value
JF-154903,1953,Low Value
JF-154904,1082,Low Value
JF-155651,4381,Medium Value
JF-155652,8700,High Value
JF-155653,2565,Medium Value
JF-155654,4198,Medium Value
JF-51901,128,Low Value
JF-51902,3383,Medium Value
JF-52951,681,Low Value
JF-52952,90,Low Value
JF-52953,1664,Low Value
JF-53551,575,Low Value
JF-53552,2900,Medium Value
JF-54151,6470,High Value
JF-54152,1758,Low Value
JF-54901,709,Low Value
JF-54902,779,Low Value
JF-55651,3367,Medium Value
JF-55652,410,Low Value
JG-151151,570,Low Value
JG-151152,5396,High Value
JG-151153,4476,Medium Value
JG-151154,2358,Medium Value
JG-151601,1631,Low Value
JG-151602,9340,High Value
JG-151603,2628,Medium Value
JG-151604,6366,High Value
JG-153101,5932,High Value
JG-153102,3327,Medium Value
JG-153103,1234,Low Value
JG-153104,2241,Medium Value
JG-158051,11116,High Value
JG-158052,7843,High Value
JG-158053,1544,Low Value
JG-158054,1507,Low Value
JG-51151,836,Low Value
JG-51152,2072,Medium Value
JG-51601,1274,Low Value
JG-51602,315,Low Value
JG-53101,836,Low Value
JG-58051,81,Low Value
JG-58052,128,Low Value
JH-154301,3258,Medium Value
JH-154302,1853,Low Value
JH-154303,6387,High Value
JH-154304,310,Low Value
JH-158201,5384,High Value
JH-158202,11729,High Value
JH-158203,5947,High Value
JH-158204,529,Low Value
JH-159101,7444,High Value
JH-159102,1697,Low Value
JH-159103,2429,Medium Value
JH-159104,959,Low Value
JH-159851,4342,Medium Value
JH-159852,2652,Medium Value
JH-159853,3916,Medium Value
JH-159854,7955,High Value
JH-161801,3505,Medium Value
JH-161802,8370,High Value
JH-161803,4133,Medium Value
JH-161804,2257,Medium Value
JH-54301,790,Low Value
JH-54302,28,Low Value
JH-54303,66,Low Value
JH-58201,920,Low Value
JH-58202,1438,Low Value
JH-59101,2272,Medium Value
JH-59102,125,Low Value
JH-59103,1618,Low Value
JH-59851,1536,Low Value
JH-59852,538,Low Value
JH-61801,1762,Low Value
JH-61802,34,Low Value
JH-61803,3857,Medium Value
JJ-154451,3212,Medium Value
JJ-154452,2926,Medium Value
JJ-154453,2852,Medium Value
JJ-154454,710,Low Value
JJ-157601,7400,High Value
JJ-157602,8606,High Value
JJ-157603,1904,Low Value
JJ-157604,195,Low Value
JJ-54451,1952,Low Value
JJ-54452,539,Low Value
JJ-57601,908,Low Value
JJ-57602,980,Low Value
JK-152051,1000,Low Value
JK-152052,2905,Medium Value
JK-152053,2584,Medium Value
JK-152054,4427,Medium Value
JK-153251,10908,High Value
JK-153252,2375,Medium Value
JK-153253,3330,Medium Value
JK-153254,384,Low Value
JK-153701,1145,Low Value
JK-153702,1779,Low Value
JK-153703,4556,Medium Value
JK-153704,2710,Medium Value
JK-156251,3778,Medium Value
JK-156252,697,Low Value
JK-156253,4519,Medium Value
JK-156254,3762,Medium Value
JK-156401,301,Low Value
JK-156402,4359,Medium Value
JK-156403,3219,Medium Value
JK-156404,4762,Medium Value
JK-157301,8134,High Value
JK-157302,5638,High Value
JK-157303,2188,Medium Value
JK-157304,4868,Medium Value
JK-160901,10861,High Value
JK-160902,3514,Medium Value
JK-160903,3798,Medium Value
JK-160904,3748,Medium Value
JK-161201,6498,High Value
JK-161202,894,Low Value
JK-161203,2809,Medium Value
JK-161204,2933,Medium Value
JK-52051,621,Low Value
JK-52052,996,Low Value
JK-53251,203,Low Value
JK-53701,2350,Medium Value
JK-53702,861,Low Value
JK-56251,1969,Low Value
JK-56252,2264,Medium Value
JK-56253,132,Low Value
JK-56401,164,Low Value
JK-56402,266,Low Value
JK-57301,2764,Medium Value
JK-57302,3097,Medium Value
JK-60901,1078,Low Value
JK-60902,116,Low Value
JK-60903,21,Low Value
JK-61201,625,Low Value
JK-61202,875,Low Value
JK-61203,1014,Low Value
JL-151301,1206,Low Value
JL-151302,7903,High Value
JL-151303,2583,Medium Value
JL-151304,1215,Low Value
JL-151751,4745,Medium Value
JL-151752,3892,Medium Value
JL-151753,3286,Medium Value
JL-151754,1571,Low Value
JL-152351,8290,High Value
JL-152352,4913,Medium Value
JL-152353,3320,Medium Value
JL-152354,2204,Medium Value
JL-155051,534,Low Value
JL-155052,477,Low Value
JL-155053,4446,Medium Value
JL-155054,3175,Medium Value
JL-158351,7146,High Value
JL-158352,2939,Medium Value
JL-158353,2707,Medium Value
JL-158354,9799,High Value
JL-158501,2581,Medium Value
JL-158502,1941,Low Value
JL-158503,1251,Low Value
JL-158504,2726,Medium Value
JL-51301,1313,Low Value
JL-51302,666,Low Value
JL-51303,3787,Medium Value
JL-51751,691,Low Value
JL-51752,662,Low Value
JL-52351,1186,Low Value
JL-52352,566,Low Value
JL-55051,927,Low Value
JL-55052,1803,Low Value
JL-58351,731,Low Value
JL-58352,2657,Medium Value
JL-58501,599,Low Value
JL-58502,1405,Low Value
JM-152501,8163,High Value
JM-152502,3565,Medium Value
JM-152503,708,Low Value
JM-152504,3158,Medium Value
JM-152651,8818,High Value
JM-152652,1096,Low Value
JM-152653,3318,Medium Value
JM-152654,1804,Low Value
JM-155351,3973,Medium Value
JM-155352,1201,Low Value
JM-155353,35,Low Value
JM-155354,1733,Low Value
JM-155801,4838,Medium Value
JM-155802,2108,Medium Value
JM-155803,6050,High Value
JM-155804,305,Low Value
JM-156551,5566,High Value
JM-156552,6473,High Value
JM-156553,3393,Medium Value
JM-156554,865,Low Value
JM-158651,4020,Medium Value
JM-158652,6585,High Value
JM-158653,2613,Medium Value
JM-158654,7624,High Value
JM-161951,2539,Medium Value
JM-161952,336,Low Value
JM-161953,2117,Medium Value
JM-161954,2834,Medium Value
JM-52501,1956,Low Value
JM-52502,467,Low Value
JM-52651,708,Low Value
JM-52652,424,Low Value
JM-55351,73,Low Value
JM-55352,774,Low Value
JM-55801,715,Low Value
JM-55802,165,Low Value
JM-56551,2336,Medium Value
JM-56552,1164,Low Value
JM-56553,102,Low Value
JM-58651,697,Low Value
JM-58652,349,Low Value
JM-58653,498,Low Value
JM-61951,535,Low Value
JM-61952,666,Low Value
JO-151451,2538,Medium Value
JO-151452,4024,Medium Value
JO-151453,624,Low Value
JO-151454,3257,Medium Value
JO-152801,2069,Medium Value
JO-152802,886,Low Value
JO-152803,2234,Medium Value
JO-152804,1934,Low Value
JO-155501,1106,Low Value
JO-155502,756,Low Value
JO-155503,1050,Low Value
JO-155504,1092,Low Value
JO-51451,2255,Medium Value
JO-51452,650,Low Value
JO-52801,1696,Low Value
JO-55501,1880,Low Value
JO-55502,2325,Medium Value
JP-154601,4266,Medium Value
JP-154602,3163,Medium Value
JP-154603,1818,Low Value
JP-154604,1669,Low Value
JP-155201,3872,Medium Value
JP-155202,4867,Medium Value
JP-155203,4055,Medium Value
JP-155204,3638,Medium Value
JP-161351,4659,Medium Value
JP-161352,2948,Medium Value
JP-161353,849,Low Value
JP-161354,1706,Low Value
JP-54601,113,Low Value
JP-54602,503,Low Value
JP-54603,2680,Medium Value
JP-55201,1213,Low Value
JP-55202,133,Low Value
JP-55203,881,Low Value
JP-61351,231,Low Value
JP-61352,4201,Medium Value
JR-156701,5919,High Value
JR-156702,3510,Medium Value
JR-156703,2753,Medium Value
JR-156704,1157,Low Value
JR-157001,5295,High Value
JR-157002,1538,Low Value
JR-157003,1873,Low Value
JR-157004,864,Low Value
JR-162101,6360,High Value
JR-162102,1888,Low Value
JR-162103,2141,Medium Value
JR-162104,2202,Medium Value
JR-56701,1480,Low Value
JR-56702,1106,Low Value
JR-57001,1409,Low Value
JR-57002,263,Low Value
JR-62101,617,Low Value
JR-62102,169,Low Value
JR-62103,248,Low Value
JS-155951,5975,High Value
JS-155952,1099,Low Value
JS-155953,845,Low Value
JS-155954,1418,Low Value
JS-156851,7329,High Value
JS-156852,1746,Low Value
JS-156853,4132,Medium Value
JS-156854,1130,Low Value
JS-158801,3345,Medium Value
JS-158802,2373,Medium Value
JS-158803,858,Low Value
JS-158804,3868,Medium Value
JS-159401,22,Low Value
JS-159402,2143,Medium Value
JS-159403,1243,Low Value
JS-159404,471,Low Value
JS-160301,13219,High Value
JS-160302,1146,Low Value
JS-160303,2337,Medium Value
JS-160304,2519,Medium Value
JS-55951,59,Low Value
JS-55952,138,Low Value
JS-55953,608,Low Value
JS-56851,263,Low Value
JS-56852,1681,Low Value
JS-58801,973,Low Value
JS-58802,772,Low Value
JS-59401,755,Low Value
JS-59402,17,Low Value
JS-59403,2158,Medium Value
JS-60301,1122,Low Value
JS-60302,431,Low Value
JS-60303,19,Low Value
JW-152201,7827,High Value
JW-152202,6622,High Value
JW-152203,933,Low Value
JW-152204,7722,High Value
JW-159551,4628,Medium Value
JW-159552,4086,Medium Value
JW-159553,683,Low Value
JW-159554,1245,Low Value
JW-160751,7352,High Value
JW-160752,8113,High Value
JW-160753,2959,Medium Value
JW-160754,1428,Low Value
JW-52201,6173,High Value
JW-52202,1011,Low Value
JW-59551,249,Low Value
JW-59552,58,Low Value
JW-60751,644,Low Value
JW-60752,102,Low Value
KA-165251,5763,High Value
KA-165252,7125,High Value
KA-165253,3039,Medium Value
KA-165254,1520,Low Value
KA-65251,407,Low Value
KA-65252,1022,Low Value
KB-162401,2930,Medium Value
KB-162402,1158,Low Value
KB-162403,2661,Medium Value
KB-162404,3152,Medium Value
KB-163151,5181,High Value
KB-163152,3956,Medium Value
KB-163153,3834,Medium Value
KB-163154,1568,Low Value
KB-164051,6075,High Value
KB-164052,5858,High Value
KB-164053,946,Low Value
KB-164054,909,Low Value
KB-165851,8274,High Value
KB-165852,4440,Medium Value
KB-165853,926,Low Value
KB-165854,2745,Medium Value
KB-166001,5897,High Value
KB-166002,598,Low Value
KB-166003,2818,Medium Value
KB-166004,984,Low Value
KB-62401,868,Low Value
KB-62402,1077,Low Value
KB-63151,1109,Low Value
KB-63152,1846,Low Value
KB-64051,239,Low Value
KB-65851,217,Low Value
KB-66001,608,Low Value
KB-66002,29,Low Value
KB-66003,531,Low Value
KC-162551,3037,Medium Value
KC-162552,1439,Low Value
KC-162553,2725,Medium Value
KC-162554,2122,Medium Value
KC-165401,6689,High Value
KC-165402,1721,Low Value
KC-165403,6577,High Value
KC-165404,3908,Medium Value
KC-166751,1752,Low Value
KC-166752,7362,High Value
KC-166753,3272,Medium Value
KC-166754,1145,Low Value
KC-62551,698,Low Value
KC-62552,395,Low Value
KC-65401,175,Low Value
KC-65402,331,Low Value
KC-66751,19,Low Value
KC-66752,373,Low Value
KD-162701,7873,High Value
KD-162702,3562,Medium Value
KD-162703,3488,Medium Value
KD-162704,8282,High Value
KD-163451,5411,High Value
KD-163452,3658,Medium Value
KD-163453,201,Low Value
KD-163454,1889,Low Value
KD-164951,9576,High Value
KD-164952,5900,High Value
KD-164953,1336,Low Value
KD-164954,8184,High Value
KD-166151,1042,Low Value
KD-166152,6685,High Value
KD-166153,2376,Medium Value
KD-166154,2245,Medium Value
KD-62701,813,Low Value
KD-63451,364,Low Value
KD-63452,173,Low Value
KD-64951,938,Low Value
KD-64952,517,Low Value
KD-66151,205,Low Value
KE-164201,3589,Medium Value
KE-164202,1983,Low Value
KE-164203,5671,High Value
KE-164204,1686,Low Value
KE-64201,573,Low Value
KE-64202,51,Low Value
KF-162851,2166,Medium Value
KF-162852,1326,Low Value
KF-162853,1070,Low Value
KF-162854,10606,High Value
KF-62851,291,Low Value
KF-62852,2808,Medium Value
KH-163301,9625,High Value
KH-163302,1544,Low Value
KH-163303,563,Low Value
KH-163304,3313,Medium Value
KH-163601,4062,Medium Value
KH-163602,864,Low Value
KH-163603,1958,Low Value
KH-163604,3102,Medium Value
KH-165101,6705,High Value
KH-165102,1409,Low Value
KH-165103,1277,Low Value
KH-165104,5954,High Value
KH-166301,274,Low Value
KH-166302,1434,Low Value
KH-166303,1597,Low Value
KH-166304,3920,Medium Value
KH-166901,4562,Medium Value
KH-166902,4761,Medium Value
KH-166903,2844,Medium Value
KH-166904,5991,High Value
KH-63301,1311,Low Value
KH-63302,2058,Medium Value
KH-63601,1616,Low Value
KH-63602,608,Low Value
KH-65101,1473,Low Value
KH-65102,72,Low Value
KH-66301,340,Low Value
KH-66302,1456,Low Value
KH-66901,405,Low Value
KH-66902,52,Low Value
KH-66903,1241,Low Value
KL-165551,1796,Low Value
KL-165552,2771,Medium Value
KL-165553,2480,Medium Value
KL-165554,5019,High Value
KL-166451,3364,Medium Value
KL-166452,4556,Medium Value
KL-166453,457,Low Value
KL-166454,14175,High Value
KL-65551,1401,Low Value
KL-65552,781,Low Value
KL-66451,1340,Low Value
KL-66452,235,Low Value
KM-162251,5006,High Value
KM-162252,203,Low Value
KM-162253,282,Low Value
KM-162254,2261,Medium Value
KM-163751,2191,Medium Value
KM-163752,6772,High Value
KM-163753,1813,Low Value
KM-163754,5622,High Value
KM-166601,6362,High Value
KM-166602,3059,Medium Value
KM-166603,909,Low Value
KM-166604,454,Low Value
KM-167201,5084,High Value
KM-167202,2368,Medium Value
KM-167203,1678,Low Value
KM-167204,4910,Medium Value
KM-62251,7,Low Value
KM-62252,884,Low Value
KM-63751,1355,Low Value
KM-63752,197,Low Value
KM-63753,572,Low Value
KM-66601,19,Low Value
KM-66602,170,Low Value
KM-67201,2928,Medium Value
KN-163901,6633,High Value
KN-163902,7376,High Value
KN-163903,2724,Medium Value
KN-163904,2618,Medium Value
KN-164501,8187,High Value
KN-164502,1685,Low Value
KN-164503,4252,Medium Value
KN-164504,2171,Medium Value
KN-167051,2614,Medium Value
KN-167052,548,Low Value
KN-167053,441,Low Value
KN-167054,2280,Medium Value
KN-63901,117,Low Value
KN-63902,201,Low Value
KN-64501,1221,Low Value
KN-64502,548,Low Value
KN-67051,318,Low Value
KN-67052,4514,Medium Value
KS-163001,1979,Low Value
KS-163002,2051,Medium Value
KS-163003,984,Low Value
KS-163004,89,Low Value
KS-63001,113,Low Value
KS-63002,109,Low Value
KT-164651,4421,Medium Value
KT-164652,796,Low Value
KT-164653,7450,High Value
KT-164654,3058,Medium Value
KT-164801,1271,Low Value
KT-164802,159,Low Value
KT-164803,170,Low Value
KT-164804,4642,Medium Value
KT-64651,939,Low Value
KT-64652,48,Low Value
KT-64653,545,Low Value
KT-64801,1720,Low Value
KT-64802,400,Low Value
KW-164351,1409,Low Value
KW-164352,7658,High Value
KW-164353,1835,Low Value
KW-164354,4418,Medium Value
KW-165701,5505,High Value
KW-165702,1717,Low Value
KW-165703,1585,Low Value
KW-165704,449,Low Value
KW-64351,427,Low Value
KW-65701,549,Low Value
KW-65702,2028,Medium Value
LA-167801,8091,High Value
LA-167802,6678,High Value
LA-167803,832,Low Value
LA-167804,8674,High Value
LA-67801,559,Low Value
LA-67802,3030,Medium Value
LB-167351,2161,Medium Value
LB-167352,1780,Low Value
LB-167353,8694,High Value
LB-167354,50,Low Value
LB-167951,8487,High Value
LB-167952,8613,High Value
LB-167953,2504,Medium Value
LB-167954,4986,Medium Value
LB-67351,743,Low Value
LB-67352,114,Low Value
LB-67353,1041,Low Value
LB-67951,247,Low Value
LB-67952,1550,Low Value
LC-168701,4570,Medium Value
LC-168702,1392,Low Value
LC-168703,1317,Low Value
LC-168704,2579,Medium Value
LC-168851,4867,Medium Value
LC-168852,1506,Low Value
LC-168853,3025,Medium Value
LC-168854,7662,High Value
LC-169301,2629,Medium Value
LC-169302,2689,Medium Value
LC-169303,1848,Low Value
LC-169304,4492,Medium Value
LC-169601,4611,Medium Value
LC-169602,3477,Medium Value
LC-169603,478,Low Value
LC-169604,3247,Medium Value
LC-170501,1780,Low Value
LC-170502,4298,Medium Value
LC-170503,4760,Medium Value
LC-170504,2096,Medium Value
LC-171401,2287,Medium Value
LC-171402,6100,High Value
LC-171403,2106,Medium Value
LC-171404,2633,Medium Value
LC-68701,294,Low Value
LC-68702,926,Low Value
LC-68851,1711,Low Value
LC-68852,95,Low Value
LC-68853,23,Low Value
LC-69301,3984,Medium Value
LC-69302,1096,Low Value
LC-69601,1905,Low Value
LC-69602,583,Low Value
LC-70501,1909,Low Value
LC-70502,5284,High Value
LC-71401,1309,Low Value
LC-71402,922,Low Value
LC-71403,725,Low Value
LD-168551,1475,Low Value
LD-168552,8109,High Value
LD-168553,3770,Medium Value
LD-168554,5,Low Value
LD-170051,5389,High Value
LD-170052,1956,Low Value
LD-170053,2154,Medium Value
LD-170054,1963,Low Value
LD-68551,1703,Low Value
LD-68552,1119,Low Value
LD-70051,61,Low Value
LD-70052,19,Low Value
LD-70053,282,Low Value
LE-168101,2499,Medium Value
LE-168102,5938,High Value
LE-168103,521,Low Value
LE-168104,1469,Low Value
LE-68101,1050,Low Value
LF-171851,3870,Medium Value
LF-171852,4989,Medium Value
LF-171853,76,Low Value
LF-171854,3931,Medium Value
LF-71851,351,Low Value
LF-71852,205,Low Value
LH-167501,646,Low Value
LH-167502,842,Low Value
LH-167503,6172,High Value
LH-167504,288,Low Value
LH-169001,5730,High Value
LH-169002,689,Low Value
LH-169003,3384,Medium Value
LH-169004,2298,Medium Value
LH-170201,2632,Medium Value
LH-170202,1361,Low Value
LH-170203,3880,Medium Value
LH-170204,318,Low Value
LH-171551,5667,High Value
LH-171552,6577,High Value
LH-171553,78,Low Value
LH-171554,1740,Low Value
LH-67501,312,Low Value
LH-67502,433,Low Value
LH-69001,815,Low Value
LH-69002,25,Low Value
LH-70201,969,Low Value
LH-70202,4,Low Value
LH-71551,137,Low Value
LH-71552,152,Low Value
LH-71553,2937,Medium Value
LL-168401,2678,Medium Value
LL-168402,4256,Medium Value
LL-168403,1613,Low Value
LL-168404,2740,Medium Value
LL-68401,3082,Medium Value
LL-68402,570,Low Value
LM-170651,5588,High Value
LM-170652,1687,Low Value
LM-170653,628,Low Value
LM-170654,1347,Low Value
LM-70651,1616,Low Value
LM-70652,4665,Medium Value
LO-171701,4683,Medium Value
LO-171702,3470,Medium Value
LO-171703,2462,Medium Value
LO-171704,644,Low Value
LO-71701,1349,Low Value
LO-71702,933,Low Value
LP-170801,2949,Medium Value
LP-170802,1128,Low Value
LP-170803,2799,Medium Value
LP-170804,757,Low Value
LP-170951,4733,Medium Value
LP-170952,1493,Low Value
LP-170953,5720,High Value
LP-170954,3654,Medium Value
LP-70801,1625,Low Value
LP-70802,207,Low Value
LP-70951,4,Low Value
LP-70952,238,Low Value
LP-70953,769,Low Value
LR-169151,6098,High Value
LR-169152,8429,High Value
LR-169153,2765,Medium Value
LR-169154,5143,High Value
LR-170351,4601,Medium Value
LR-170352,5989,High Value
LR-170353,3652,Medium Value
LR-170354,1880,Low Value
LR-69151,49,Low Value
LR-69152,419,Low Value
LR-70351,1864,Low Value
LR-70352,813,Low Value
LS-169451,4275,Medium Value
LS-169452,1979,Low Value
LS-169453,1321,Low Value
LS-169454,2845,Medium Value
LS-169751,1977,Low Value
LS-169752,1123,Low Value
LS-169753,2560,Medium Value
LS-169754,2989,Medium Value
LS-172001,4036,Medium Value
LS-172002,3216,Medium Value
LS-172003,6997,High Value
LS-172004,1009,Low Value
LS-172301,5888,High Value
LS-172302,2369,Medium Value
LS-172303,1949,Low Value
LS-172304,368,Low Value
LS-172451,3639,Medium Value
LS-172452,893,Low Value
LS-172453,5219,High Value
LS-172454,1007,Low Value
LS-69451,1321,Low Value
LS-69452,194,Low Value
LS-69453,1210,Low Value
LS-69751,217,Low Value
LS-69752,451,Low Value
LS-69753,49,Low Value
LS-72001,341,Low Value
LS-72301,505,Low Value
LS-72302,660,Low Value
LS-72451,915,Low Value
LS-72452,40,Low Value
LT-167651,7225,High Value
LT-167652,4891,Medium Value
LT-167653,4808,Medium Value
LT-167654,330,Low Value
LT-171101,4690,Medium Value
LT-171102,4197,Medium Value
LT-171103,1163,Low Value
LT-171104,2935,Medium Value
LT-67651,1279,Low Value
LT-67652,29,Low Value
LT-67653,57,Low Value
LT-71101,7853,High Value
LT-71102,379,Low Value
LW-168251,2026,Medium Value
LW-168252,5260,High Value
LW-168253,469,Low Value
LW-168254,2239,Medium Value
LW-169901,1151,Low Value
LW-169902,4275,Medium Value
LW-169903,456,Low Value
LW-169904,3232,Medium Value
LW-171251,529,Low Value
LW-171252,2329,Medium Value
LW-171253,1252,Low Value
LW-171254,1259,Low Value
LW-172151,2914,Medium Value
LW-172152,404,Low Value
LW-172153,1789,Low Value
LW-172154,5422,High Value
LW-68251,329,Low Value
LW-68252,550,Low Value
LW-69901,172,Low Value
LW-69902,1696,Low Value
LW-71251,2012,Medium Value
LW-71252,664,Low Value
LW-72151,896,Low Value
LW-72152,277,Low Value
LW-72153,349,Low Value
MA-175601,1209,Low Value
MA-175602,2823,Medium Value
MA-175603,2486,Medium Value
MA-175604,4300,Medium Value
MA-179951,4311,Medium Value
MA-179952,1634,Low Value
MA-179953,1607,Low Value
MA-179954,2453,Medium Value
MA-75601,559,Low Value
MA-75602,1070,Low Value
MA-79951,1558,Low Value
MA-79952,130,Low Value
MA-79953,240,Low Value
MB-173051,7524,High Value
MB-173052,5086,High Value
MB-173053,2573,Medium Value
MB-173054,1547,Low Value
MB-180851,6116,High Value
MB-180852,1735,Low Value
MB-180853,5466,High Value
MB-180854,1429,Low Value
MB-73051,4215,Medium Value
MB-73052,662,Low Value
MB-80851,139,Low Value
MB-80852,1566,Low Value
MC-172751,2443,Medium Value
MC-172752,2843,Medium Value
MC-172753,3672,Medium Value
MC-172754,2727,Medium Value
MC-174251,4780,Medium Value
MC-174252,526,Low Value
MC-174253,5317,High Value
MC-174254,4433,Medium Value
MC-175751,7467,High Value
MC-175752,2352,Medium Value
MC-175753,3154,Medium Value
MC-175754,1304,Low Value
MC-175901,2445,Medium Value
MC-175902,2191,Medium Value
MC-175903,3057,Medium Value
MC-175904,2427,Medium Value
MC-176051,2942,Medium Value
MC-176052,3719,Medium Value
MC-176053,4103,Medium Value
MC-176054,2258,Medium Value
MC-176351,7576,High Value
MC-176352,2615,Medium Value
MC-176353,10126,High Value
MC-176354,795,Low Value
MC-178451,6969,High Value
MC-178452,1717,Low Value
MC-178453,2456,Medium Value
